Sample	Bacteria_24k	Protists_1k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Ecoli	Multiple Genomes	No hits
Hte-CMvi_081-Ex1-5B-lcwgs-1-T.clmp.fp2_r1_screen	470.0	2550.0	339.0	230.0	207.0	46.0	45.0	8.0	0.0	0.0	0.0	8285.0	456258.0
Hte-CMvi_081-Ex1-5B-lcwgs-1-T.clmp.fp2_r2_screen	447.0	2584.0	362.0	286.0	184.0	33.0	39.0	15.0	2.0	0.0	0.0	8181.0	456305.0
Hte-CMvi_082-Ex1-6A-lcwgs-1-T.clmp.fp2_r1_screen	3677.0	6125.0	812.0	624.0	496.0	68.0	103.0	46.0	1.0	0.0	0.0	24941.0	911505.0
Hte-CMvi_082-Ex1-6A-lcwgs-1-T.clmp.fp2_r2_screen	3588.0	5922.0	791.0	641.0	494.0	60.0	66.0	51.0	2.0	0.0	0.0	24425.0	912358.0
Hte-CMvi_083-Ex1-7A-lcwgs-1-T.clmp.fp2_r1_screen	560.0	4331.0	508.0	496.0	230.0	43.0	47.0	18.0	0.0	0.0	0.0	14203.0	595083.0
Hte-CMvi_083-Ex1-7A-lcwgs-1-T.clmp.fp2_r2_screen	572.0	4346.0	534.0	515.0	219.0	30.0	60.0	18.0	1.0	0.0	0.0	13956.0	595268.0
Hte-CMvi_087-Ex1-1C-lcwgs-1-T.clmp.fp2_r1_screen	748.0	1859.0	244.0	208.0	133.0	20.0	34.0	12.0	1.0	0.0	0.0	5509.0	359628.0
Hte-CMvi_087-Ex1-1C-lcwgs-1-T.clmp.fp2_r2_screen	750.0	1801.0	226.0	209.0	138.0	18.0	23.0	5.0	0.0	0.0	0.0	5414.0	359812.0
Hte-CMvi_088-Ex1-2C-lcwgs-1-T.clmp.fp2_r1_screen	140.0	867.0	102.0	94.0	68.0	12.0	12.0	6.0	0.0	0.0	0.0	3063.0	162816.0
Hte-CMvi_088-Ex1-2C-lcwgs-1-T.clmp.fp2_r2_screen	124.0	887.0	105.0	100.0	67.0	16.0	8.0	7.0	0.0	0.0	0.0	3050.0	162816.0
Hte-CMvi_091-Ex1-3G-lcwgs-1-T.clmp.fp2_r1_screen	433.0	1550.0	204.0	194.0	103.0	19.0	29.0	4.0	0.0	0.0	0.0	5123.0	275998.0
Hte-CMvi_091-Ex1-3G-lcwgs-1-T.clmp.fp2_r2_screen	473.0	1593.0	212.0	181.0	90.0	15.0	24.0	4.0	1.0	0.0	0.0	5151.0	275913.0
Hte-CMvi_092-Ex1-4D-lcwgs-1-T.clmp.fp2_r1_screen	285.0	1115.0	265.0	98.0	81.0	12.0	15.0	3.0	0.0	0.0	0.0	3313.0	194297.0
Hte-CMvi_092-Ex1-4D-lcwgs-1-T.clmp.fp2_r2_screen	285.0	1060.0	272.0	101.0	67.0	16.0	13.0	7.0	0.0	0.0	0.0	3286.0	194377.0
Hte-CMvi_093-Ex1-5C-lcwgs-1-T.clmp.fp2_r1_screen	450.0	5003.0	570.0	568.0	247.0	44.0	57.0	21.0	2.0	0.0	0.0	15687.0	678530.0
Hte-CMvi_093-Ex1-5C-lcwgs-1-T.clmp.fp2_r2_screen	445.0	4977.0	628.0	572.0	275.0	45.0	49.0	20.0	4.0	0.0	0.0	15563.0	678601.0
Hte-CMvi_094-Ex1-6B-lcwgs-1-T.clmp.fp2_r1_screen	741.0	2764.0	420.0	268.0	212.0	42.0	54.0	8.0	2.0	0.0	0.0	9000.0	522625.0
Hte-CMvi_094-Ex1-6B-lcwgs-1-T.clmp.fp2_r2_screen	756.0	2724.0	402.0	266.0	187.0	47.0	39.0	16.0	2.0	0.0	0.0	8804.0	522893.0
Hte-CMvi_095-Ex1-7B-lcwgs-1-T.clmp.fp2_r1_screen	777.0	4282.0	501.0	450.0	294.0	49.0	57.0	24.0	0.0	0.0	0.0	13374.0	670352.0
Hte-CMvi_095-Ex1-7B-lcwgs-1-T.clmp.fp2_r2_screen	747.0	4260.0	479.0	431.0	248.0	47.0	66.0	19.0	0.0	0.0	0.0	13304.0	670559.0
Hte-CMvi_096-Ex1-7H-lcwgs-1-T.clmp.fp2_r1_screen	862.0	4888.0	580.0	554.0	307.0	45.0	63.0	21.0	0.0	0.0	0.0	15494.0	803762.0
Hte-CMvi_096-Ex1-7H-lcwgs-1-T.clmp.fp2_r2_screen	850.0	4908.0	581.0	538.0	306.0	46.0	59.0	25.0	1.0	0.0	0.0	15583.0	803679.0
Hte-CPnd_006-Ex1-5G-lcwgs-1-T.clmp.fp2_r1_screen	398.0	1640.0	180.0	205.0	107.0	13.0	18.0	15.0	0.0	0.0	0.0	6801.0	222715.0
Hte-CPnd_006-Ex1-5G-lcwgs-1-T.clmp.fp2_r2_screen	381.0	1633.0	163.0	184.0	117.0	15.0	12.0	12.0	0.0	0.0	0.0	6767.0	222808.0
Hte-CPnd_012-Ex1-6B-lcwgs-1-T.clmp.fp2_r1_screen	142.0	446.0	79.0	45.0	40.0	6.0	2.0	2.0	0.0	0.0	0.0	1943.0	62143.0
Hte-CPnd_012-Ex1-6B-lcwgs-1-T.clmp.fp2_r2_screen	129.0	423.0	91.0	47.0	38.0	5.0	7.0	3.0	0.0	0.0	0.0	1955.0	62150.0
Hte-CPnd_014-Ex1-6H-lcwgs-1-T.clmp.fp2_r1_screen	717.0	2414.0	308.0	204.0	160.0	21.0	21.0	16.0	3.0	0.0	0.0	10229.0	296310.0
Hte-CPnd_014-Ex1-6H-lcwgs-1-T.clmp.fp2_r2_screen	696.0	2378.0	297.0	239.0	136.0	27.0	26.0	12.0	0.0	0.0	0.0	10251.0	296341.0
Hte-CPnd_015-Ex1-8D-lcwgs-1-T.clmp.fp2_r1_screen	170.0	218.0	36.0	24.0	11.0	2.0	2.0	2.0	0.0	0.0	0.0	757.0	29624.0
Hte-CPnd_015-Ex1-8D-lcwgs-1-T.clmp.fp2_r2_screen	167.0	201.0	34.0	15.0	13.0	1.0	0.0	2.0	0.0	0.0	0.0	786.0	29627.0
Hte-CPnd_020-Ex1-11A-lcwgs-1-T.clmp.fp2_r1_screen	4932.0	2502.0	301.0	270.0	145.0	30.0	25.0	55.0	0.0	0.0	0.0	11097.0	316689.0
Hte-CPnd_020-Ex1-11A-lcwgs-1-T.clmp.fp2_r2_screen	4892.0	2395.0	303.0	227.0	128.0	22.0	32.0	45.0	0.0	0.0	0.0	11010.0	316992.0
Hte-CPnd_022-Ex1-7F-lcwgs-1-T.clmp.fp2_r1_screen	857.0	1802.0	273.0	211.0	123.0	30.0	25.0	17.0	0.0	0.0	0.0	6083.0	302522.0
Hte-CPnd_022-Ex1-7F-lcwgs-1-T.clmp.fp2_r2_screen	847.0	1836.0	258.0	238.0	113.0	22.0	29.0	14.0	0.0	0.0	0.0	6158.0	302428.0
Hte-CPnd_024-Ex1-8B-lcwgs-1-T.clmp.fp2_r1_screen	218.0	214.0	41.0	22.0	15.0	4.0	0.0	3.0	0.0	0.0	0.0	782.0	31154.0
Hte-CPnd_024-Ex1-8B-lcwgs-1-T.clmp.fp2_r2_screen	227.0	251.0	44.0	25.0	14.0	3.0	1.0	0.0	0.0	0.0	0.0	779.0	31109.0
Hte-CPnd_026-Ex1-11E-lcwgs-1-T.clmp.fp2_r1_screen	5966.0	3556.0	527.0	403.0	273.0	45.0	33.0	30.0	0.0	0.0	0.0	13509.0	501401.0
Hte-CPnd_026-Ex1-11E-lcwgs-1-T.clmp.fp2_r2_screen	5929.0	3549.0	552.0	379.0	231.0	34.0	22.0	36.0	1.0	0.0	0.0	13399.0	501611.0
Hte-CPnd_027-Ex1-8G-lcwgs-1-T.clmp.fp2_r1_screen	2150.0	3918.0	540.0	441.0	284.0	43.0	55.0	26.0	0.0	0.0	0.0	13619.0	615637.0
Hte-CPnd_027-Ex1-8G-lcwgs-1-T.clmp.fp2_r2_screen	2170.0	3916.0	544.0	443.0	290.0	48.0	73.0	27.0	0.0	0.0	0.0	13437.0	615765.0
Hte-CPnd_028-Ex1-12C-lcwgs-1-T.clmp.fp2_r1_screen	7855.0	3662.0	808.0	358.0	218.0	32.0	43.0	19.0	1.0	0.0	0.0	12989.0	497894.0
Hte-CPnd_028-Ex1-12C-lcwgs-1-T.clmp.fp2_r2_screen	7805.0	3661.0	799.0	391.0	217.0	32.0	46.0	26.0	1.0	0.0	0.0	12955.0	497946.0
Hte-CPnd_029-Ex1-7H-lcwgs-1-T.clmp.fp2_r1_screen	4059.0	1162.0	235.0	126.0	81.0	13.0	19.0	13.0	1.0	0.0	0.0	5016.0	152009.0
Hte-CPnd_029-Ex1-7H-lcwgs-1-T.clmp.fp2_r2_screen	4100.0	1186.0	242.0	123.0	69.0	8.0	13.0	17.0	0.0	0.0	0.0	4950.0	152026.0
Hte-CPnd_030-Ex1-10F-lcwgs-1-T.clmp.fp2_r1_screen	1479.0	2516.0	346.0	283.0	162.0	38.0	32.0	31.0	0.0	0.0	0.0	8806.0	406314.0
Hte-CPnd_030-Ex1-10F-lcwgs-1-T.clmp.fp2_r2_screen	1507.0	2588.0	339.0	265.0	187.0	28.0	51.0	19.0	1.0	0.0	0.0	8750.0	406272.0
Hte-CPnd_031-Ex1-8H-lcwgs-1-T.clmp.fp2_r1_screen	7645.0	3162.0	432.0	302.0	190.0	45.0	35.0	16.0	0.0	0.0	0.0	12130.0	443025.0
Hte-CPnd_031-Ex1-8H-lcwgs-1-T.clmp.fp2_r2_screen	7646.0	3155.0	438.0	298.0	184.0	46.0	40.0	12.0	0.0	0.0	0.0	12044.0	443119.0
Hte-CPnd_032-Ex1-6F-lcwgs-1-T.clmp.fp2_r1_screen	593.0	983.0	156.0	119.0	90.0	12.0	12.0	8.0	0.0	0.0	0.0	3850.0	138653.0
Hte-CPnd_032-Ex1-6F-lcwgs-1-T.clmp.fp2_r2_screen	599.0	983.0	144.0	112.0	70.0	16.0	9.0	11.0	0.0	0.0	0.0	3879.0	138653.0
Hte-CPnd_033-Ex1-5F-lcwgs-1-T.clmp.fp2_r1_screen	2388.0	2908.0	435.0	326.0	192.0	52.0	51.0	22.0	0.0	0.0	0.0	11302.0	425312.0
Hte-CPnd_033-Ex1-5F-lcwgs-1-T.clmp.fp2_r2_screen	2414.0	2958.0	439.0	317.0	172.0	31.0	34.0	18.0	0.0	0.0	0.0	11204.0	425401.0
Hte-CPnd_034-Ex1-9F-lcwgs-1-T.clmp.fp2_r1_screen	5335.0	9932.0	1312.0	1043.0	539.0	119.0	140.0	93.0	2.0	0.0	0.0	37912.0	1448273.0
Hte-CPnd_034-Ex1-9F-lcwgs-1-T.clmp.fp2_r2_screen	5289.0	9958.0	1315.0	1065.0	562.0	134.0	121.0	82.0	3.0	0.0	0.0	37597.0	1448574.0
Hte-CPnd_035-Ex1-6D-lcwgs-1-T.clmp.fp2_r1_screen	778.0	2760.0	353.0	291.0	157.0	38.0	22.0	20.0	0.0	0.0	0.0	8910.0	430948.0
Hte-CPnd_035-Ex1-6D-lcwgs-1-T.clmp.fp2_r2_screen	785.0	2728.0	370.0	280.0	167.0	41.0	32.0	14.0	2.0	0.0	0.0	8954.0	430904.0
Hte-CPnd_038-Ex1-7E-lcwgs-1-T.clmp.fp2_r1_screen	1255.0	1929.0	275.0	229.0	161.0	25.0	27.0	17.0	0.0	0.0	0.0	6400.0	314116.0
Hte-CPnd_038-Ex1-7E-lcwgs-1-T.clmp.fp2_r2_screen	1246.0	2005.0	270.0	223.0	139.0	16.0	21.0	16.0	1.0	0.0	0.0	6348.0	314149.0
Hte-CPnd_039-Ex1-9H-lcwgs-1-T.clmp.fp2_r1_screen	14683.0	4842.0	689.0	450.0	280.0	55.0	65.0	39.0	0.0	0.0	0.0	27567.0	592560.0
Hte-CPnd_039-Ex1-9H-lcwgs-1-T.clmp.fp2_r2_screen	14676.0	4863.0	686.0	407.0	240.0	45.0	54.0	38.0	2.0	0.0	0.0	27531.0	592688.0
Hte-CPnd_040-Ex1-11D-lcwgs-1-T.clmp.fp2_r1_screen	6138.0	5929.0	782.0	641.0	329.0	85.0	76.0	132.0	1.0	0.0	0.0	32460.0	774815.0
Hte-CPnd_040-Ex1-11D-lcwgs-1-T.clmp.fp2_r2_screen	6113.0	5797.0	733.0	667.0	355.0	90.0	74.0	124.0	0.0	0.0	0.0	32456.0	774979.0
Hte-CPnd_041-Ex1-9B-lcwgs-1-T.clmp.fp2_r1_screen	291.0	452.0	69.0	48.0	26.0	8.0	2.0	3.0	0.0	0.0	0.0	1832.0	69689.0
Hte-CPnd_041-Ex1-9B-lcwgs-1-T.clmp.fp2_r2_screen	280.0	432.0	94.0	54.0	36.0	5.0	2.0	8.0	1.0	0.0	0.0	1840.0	69668.0
Hte-CPnd_042-Ex1-10D-lcwgs-1-T.clmp.fp2_r1_screen	4151.0	1578.0	232.0	164.0	129.0	15.0	15.0	14.0	0.0	0.0	0.0	7005.0	201602.0
Hte-CPnd_042-Ex1-10D-lcwgs-1-T.clmp.fp2_r2_screen	4131.0	1563.0	230.0	171.0	130.0	18.0	24.0	15.0	0.0	0.0	0.0	6957.0	201666.0
Hte-CPnd_043-Ex1-12E-lcwgs-1-T.clmp.fp2_r1_screen	14160.0	8841.0	1156.0	953.0	541.0	82.0	128.0	55.0	4.0	0.0	0.0	29071.0	1302789.0
Hte-CPnd_043-Ex1-12E-lcwgs-1-T.clmp.fp2_r2_screen	14202.0	8940.0	1143.0	956.0	532.0	106.0	108.0	51.0	4.0	0.0	0.0	28949.0	1302789.0
Hte-CPnd_044-Ex1-6E-lcwgs-1-T.clmp.fp2_r1_screen	851.0	612.0	111.0	68.0	37.0	7.0	7.0	9.0	1.0	0.0	0.0	2328.0	98009.0
Hte-CPnd_044-Ex1-6E-lcwgs-1-T.clmp.fp2_r2_screen	862.0	567.0	123.0	91.0	47.0	3.0	6.0	7.0	0.0	0.0	0.0	2305.0	98029.0
Hte-CPnd_045-Ex1-12A-lcwgs-1-T.clmp.fp2_r1_screen	3746.0	1067.0	141.0	100.0	59.0	14.0	10.0	14.0	0.0	1.0	0.0	4328.0	125754.0
Hte-CPnd_045-Ex1-12A-lcwgs-1-T.clmp.fp2_r2_screen	3714.0	1106.0	164.0	82.0	50.0	10.0	8.0	10.0	0.0	0.0	0.0	4296.0	125794.0
Hte-CPnd_046-Ex1-10G-lcwgs-1-T.clmp.fp2_r1_screen	8724.0	2311.0	317.0	243.0	134.0	17.0	29.0	12.0	0.0	0.0	0.0	10293.0	341661.0
Hte-CPnd_046-Ex1-10G-lcwgs-1-T.clmp.fp2_r2_screen	8577.0	2342.0	316.0	226.0	153.0	16.0	25.0	8.0	0.0	0.0	0.0	10162.0	341916.0
Hte-CPnd_047-Ex1-8F-lcwgs-1-T.clmp.fp2_r1_screen	3129.0	1910.0	267.0	179.0	125.0	21.0	26.0	8.0	0.0	0.0	0.0	6694.0	290537.0
Hte-CPnd_047-Ex1-8F-lcwgs-1-T.clmp.fp2_r2_screen	3246.0	1889.0	262.0	178.0	117.0	14.0	26.0	10.0	1.0	0.0	0.0	6525.0	290628.0
Hte-CPnd_048-Ex1-11H-lcwgs-1-T.clmp.fp2_r1_screen	19542.0	2270.0	303.0	194.0	136.0	22.0	23.0	24.0	0.0	0.0	0.0	15416.0	331393.0
Hte-CPnd_048-Ex1-11H-lcwgs-1-T.clmp.fp2_r2_screen	19418.0	2293.0	288.0	186.0	95.0	23.0	23.0	18.0	0.0	0.0	0.0	15327.0	331652.0
Hte-CPnd_050-Ex1-9G-lcwgs-1-T.clmp.fp2_r1_screen	4590.0	13534.0	1440.0	1394.0	954.0	144.0	162.0	64.0	1.0	0.0	0.0	45668.0	1879067.0
Hte-CPnd_050-Ex1-9G-lcwgs-1-T.clmp.fp2_r2_screen	4637.0	13284.0	1520.0	1363.0	876.0	127.0	135.0	71.0	8.0	0.0	0.0	45346.0	1879651.0
Hte-CPnd_051-Ex1-11C-lcwgs-1-T.clmp.fp2_r1_screen	1990.0	8187.0	1501.0	844.0	655.0	89.0	80.0	49.0	1.0	0.0	0.0	32084.0	1177085.0
Hte-CPnd_051-Ex1-11C-lcwgs-1-T.clmp.fp2_r2_screen	2005.0	7975.0	1466.0	806.0	629.0	89.0	83.0	42.0	1.0	0.0	0.0	31650.0	1177819.0
Hte-CPnd_053-Ex1-6C-lcwgs-1-T.clmp.fp2_r1_screen	146.0	137.0	321.0	28.0	16.0	2.0	0.0	4.0	0.0	0.0	0.0	777.0	21492.0
Hte-CPnd_053-Ex1-6C-lcwgs-1-T.clmp.fp2_r2_screen	150.0	153.0	323.0	23.0	15.0	1.0	3.0	5.0	0.0	0.0	0.0	760.0	21490.0
Hte-CPnd_054-Ex1-12H-lcwgs-1-T.clmp.fp2_r1_screen	9283.0	4977.0	630.0	534.0	403.0	75.0	51.0	25.0	0.0	0.0	0.0	21993.0	703650.0
Hte-CPnd_054-Ex1-12H-lcwgs-1-T.clmp.fp2_r2_screen	9222.0	5056.0	568.0	479.0	399.0	57.0	56.0	20.0	1.0	0.0	0.0	21891.0	703872.0
Hte-CPnd_055-Ex1-12G-lcwgs-1-T.clmp.fp2_r1_screen	17027.0	11600.0	1110.0	1207.0	714.0	101.0	101.0	42.0	6.0	0.0	0.0	44867.0	1316584.0
Hte-CPnd_055-Ex1-12G-lcwgs-1-T.clmp.fp2_r2_screen	16974.0	11416.0	1105.0	1181.0	668.0	89.0	86.0	68.0	0.0	0.0	0.0	44630.0	1317142.0
Hte-CPnd_056-Ex1-12B-lcwgs-1-T.clmp.fp2_r1_screen	658.0	1356.0	185.0	167.0	94.0	18.0	13.0	11.0	0.0	0.0	0.0	4872.0	197440.0
Hte-CPnd_056-Ex1-12B-lcwgs-1-T.clmp.fp2_r2_screen	654.0	1348.0	180.0	156.0	125.0	9.0	16.0	6.0	0.0	0.0	0.0	4900.0	197420.0
Hte-CPnd_057-Ex1-12D-lcwgs-1-T.clmp.fp2_r1_screen	9721.0	5856.0	763.0	701.0	423.0	59.0	62.0	29.0	2.0	0.0	0.0	21092.0	827229.0
Hte-CPnd_057-Ex1-12D-lcwgs-1-T.clmp.fp2_r2_screen	9701.0	5791.0	734.0	659.0	425.0	48.0	66.0	32.0	5.0	0.0	0.0	20901.0	827575.0
Hte-CPnd_058-Ex1-7D-lcwgs-1-T.clmp.fp2_r1_screen	386.0	2928.0	371.0	325.0	283.0	40.0	31.0	20.0	1.0	0.0	0.0	11869.0	449460.0
Hte-CPnd_058-Ex1-7D-lcwgs-1-T.clmp.fp2_r2_screen	391.0	2951.0	354.0	316.0	289.0	41.0	33.0	23.0	0.0	0.0	0.0	11763.0	449553.0
Hte-CPnd_059-Ex1-7A-lcwgs-1-T.clmp.fp2_r1_screen	221.0	844.0	107.0	93.0	62.0	12.0	15.0	7.0	1.0	0.0	0.0	3410.0	137237.0
Hte-CPnd_059-Ex1-7A-lcwgs-1-T.clmp.fp2_r2_screen	237.0	896.0	99.0	99.0	52.0	11.0	15.0	7.0	1.0	0.0	0.0	3327.0	137265.0
Hte-CPnd_060-Ex1-5D-lcwgs-1-T.clmp.fp2_r1_screen	141.0	408.0	48.0	49.0	28.0	0.0	4.0	1.0	0.0	0.0	0.0	1706.0	51082.0
Hte-CPnd_060-Ex1-5D-lcwgs-1-T.clmp.fp2_r2_screen	146.0	418.0	51.0	31.0	32.0	7.0	2.0	2.0	0.0	0.0	0.0	1728.0	51050.0
Hte-CPnd_062-Ex1-10B-lcwgs-1-T.clmp.fp2_r1_screen	2068.0	8578.0	1037.0	878.0	719.0	94.0	89.0	52.0	1.0	0.0	0.0	32108.0	1243180.0
Hte-CPnd_062-Ex1-10B-lcwgs-1-T.clmp.fp2_r2_screen	2003.0	8526.0	1022.0	978.0	709.0	84.0	82.0	44.0	2.0	0.0	0.0	31916.0	1243438.0
Hte-CPnd_064-Ex1-8C-lcwgs-1-T.clmp.fp2_r1_screen	118.0	233.0	195.0	27.0	13.0	3.0	1.0	1.0	0.0	0.0	0.0	1051.0	31521.0
Hte-CPnd_064-Ex1-8C-lcwgs-1-T.clmp.fp2_r2_screen	119.0	243.0	193.0	23.0	27.0	2.0	1.0	4.0	0.0	0.0	0.0	1043.0	31508.0
Hte-CPnd_065-Ex1-7C-lcwgs-1-T.clmp.fp2_r1_screen	111.0	115.0	271.0	12.0	7.0	2.0	3.0	2.0	0.0	0.0	0.0	699.0	17777.0
Hte-CPnd_065-Ex1-7C-lcwgs-1-T.clmp.fp2_r2_screen	122.0	127.0	266.0	20.0	9.0	2.0	3.0	2.0	2.0	0.0	0.0	673.0	17773.0
Hte-CPnd_067-Ex1-11B-lcwgs-1-T.clmp.fp2_r1_screen	833.0	6271.0	692.0	606.0	430.0	57.0	68.0	29.0	3.0	0.0	0.0	24309.0	829331.0
Hte-CPnd_067-Ex1-11B-lcwgs-1-T.clmp.fp2_r2_screen	791.0	6322.0	679.0	619.0	422.0	66.0	68.0	30.0	0.0	0.0	0.0	24128.0	829504.0
Hte-CPnd_068-Ex1-10H-lcwgs-1-T.clmp.fp2_r1_screen	16814.0	7954.0	889.0	791.0	591.0	81.0	114.0	44.0	1.0	0.0	0.0	33813.0	1104777.0
Hte-CPnd_068-Ex1-10H-lcwgs-1-T.clmp.fp2_r2_screen	16856.0	7914.0	933.0	797.0	593.0	82.0	90.0	41.0	2.0	0.0	0.0	33551.0	1105010.0
Hte-CPnd_069-Ex1-12F-lcwgs-1-T.clmp.fp2_r1_screen	18197.0	4865.0	1178.0	492.0	330.0	39.0	48.0	100.0	1.0	0.0	0.0	19378.0	655963.0
Hte-CPnd_069-Ex1-12F-lcwgs-1-T.clmp.fp2_r2_screen	18094.0	4985.0	1146.0	474.0	304.0	44.0	47.0	95.0	2.0	0.0	0.0	19087.0	656313.0
Hte-CPnd_070-Ex1-11F-lcwgs-1-T.clmp.fp2_r1_screen	2676.0	2234.0	314.0	225.0	154.0	38.0	20.0	28.0	1.0	0.0	0.0	9519.0	327332.0
Hte-CPnd_070-Ex1-11F-lcwgs-1-T.clmp.fp2_r2_screen	2675.0	2298.0	291.0	218.0	135.0	22.0	31.0	31.0	1.0	0.0	0.0	9473.0	327366.0
Hte-CPnd_071-Ex1-10A-lcwgs-1-T.clmp.fp2_r1_screen	592.0	1861.0	266.0	222.0	158.0	18.0	22.0	7.0	1.0	0.0	0.0	6083.0	328847.0
Hte-CPnd_071-Ex1-10A-lcwgs-1-T.clmp.fp2_r2_screen	592.0	1882.0	297.0	226.0	154.0	25.0	24.0	7.0	0.0	0.0	0.0	6023.0	328847.0
Hte-CPnd_072-Ex1-9E-lcwgs-1-T.clmp.fp2_r1_screen	3337.0	2244.0	330.0	247.0	153.0	25.0	37.0	21.0	0.0	0.0	0.0	7642.0	340392.0
Hte-CPnd_072-Ex1-9E-lcwgs-1-T.clmp.fp2_r2_screen	3420.0	2145.0	318.0	246.0	138.0	24.0	26.0	14.0	0.0	0.0	0.0	7563.0	340534.0
Hte-CPnd_074-Ex1-10E-lcwgs-1-T.clmp.fp2_r1_screen	1384.0	7846.0	931.0	806.0	642.0	109.0	105.0	40.0	0.0	0.0	0.0	29108.0	1167589.0
Hte-CPnd_074-Ex1-10E-lcwgs-1-T.clmp.fp2_r2_screen	1398.0	7649.0	852.0	851.0	609.0	78.0	120.0	47.0	7.0	0.0	0.0	28997.0	1167952.0
Hte-CPnd_075-Ex1-9A-lcwgs-1-T.clmp.fp2_r1_screen	168.0	435.0	71.0	58.0	34.0	6.0	7.0	4.0	0.0	0.0	0.0	1641.0	65474.0
Hte-CPnd_075-Ex1-9A-lcwgs-1-T.clmp.fp2_r2_screen	145.0	468.0	49.0	40.0	41.0	1.0	6.0	4.0	0.0	0.0	0.0	1657.0	65487.0
Hte-CPnd_076-Ex1-11G-lcwgs-1-T.clmp.fp2_r1_screen	10759.0	8015.0	872.0	838.0	640.0	88.0	84.0	60.0	1.0	0.0	0.0	34396.0	1103352.0
Hte-CPnd_076-Ex1-11G-lcwgs-1-T.clmp.fp2_r2_screen	10743.0	7954.0	897.0	843.0	643.0	76.0	94.0	64.0	2.0	0.0	0.0	34090.0	1103699.0
Hte-CPnd_077-Ex1-7G-lcwgs-1-T.clmp.fp2_r1_screen	1360.0	9529.0	1041.0	1073.0	570.0	85.0	117.0	52.0	1.0	0.0	0.0	30131.0	1338377.0
Hte-CPnd_077-Ex1-7G-lcwgs-1-T.clmp.fp2_r2_screen	1343.0	9447.0	1064.0	1055.0	559.0	91.0	101.0	57.0	0.0	0.0	0.0	30104.0	1338515.0
Hte-CPnd_078-Ex1-5H-lcwgs-1-T.clmp.fp2_r1_screen	499.0	463.0	67.0	37.0	27.0	4.0	1.0	3.0	0.0	0.0	0.0	1608.0	61163.0
Hte-CPnd_078-Ex1-5H-lcwgs-1-T.clmp.fp2_r2_screen	494.0	398.0	77.0	43.0	30.0	3.0	5.0	1.0	0.0	0.0	0.0	1607.0	61214.0
Hte-CPnd_079-Ex1-5C-lcwgs-1-T.clmp.fp2_r1_screen	416.0	159.0	206.0	16.0	13.0	2.0	3.0	3.0	0.0	0.0	0.0	825.0	24186.0
Hte-CPnd_079-Ex1-5C-lcwgs-1-T.clmp.fp2_r2_screen	430.0	164.0	199.0	22.0	10.0	1.0	4.0	3.0	0.0	0.0	0.0	795.0	24201.0
Hte-CPnd_080-Ex1-10C-lcwgs-1-T.clmp.fp2_r1_screen	1808.0	2824.0	470.0	308.0	155.0	35.0	33.0	74.0	0.0	0.0	0.0	16954.0	375594.0
Hte-CPnd_080-Ex1-10C-lcwgs-1-T.clmp.fp2_r2_screen	1824.0	2723.0	566.0	304.0	177.0	26.0	31.0	59.0	1.0	0.0	0.0	16910.0	375634.0
Hte-CPnd_083-Ex1-9D-lcwgs-1-T.clmp.fp2_r1_screen	461.0	348.0	42.0	44.0	19.0	2.0	5.0	7.0	0.0	0.0	0.0	1262.0	50824.0
Hte-CPnd_083-Ex1-9D-lcwgs-1-T.clmp.fp2_r2_screen	501.0	333.0	47.0	38.0	21.0	3.0	9.0	13.0	0.0	0.0	0.0	1209.0	50840.0
Hte-CPnd_084-Ex1-5A-lcwgs-1-T.clmp.fp2_r1_screen	290.0	1076.0	163.0	123.0	74.0	10.0	14.0	5.0	0.0	0.0	0.0	3743.0	167921.0
Hte-CPnd_084-Ex1-5A-lcwgs-1-T.clmp.fp2_r2_screen	279.0	1105.0	161.0	145.0	85.0	5.0	15.0	8.0	1.0	0.0	0.0	3763.0	167852.0
Hte-CPnd_086-Ex1-6A-lcwgs-1-T.clmp.fp2_r1_screen	595.0	707.0	85.0	75.0	42.0	6.0	10.0	308.0	1.0	0.0	0.0	2779.0	105887.0
Hte-CPnd_086-Ex1-6A-lcwgs-1-T.clmp.fp2_r2_screen	584.0	650.0	77.0	85.0	53.0	3.0	10.0	309.0	1.0	0.0	0.0	2759.0	105964.0
Hte-CPnd_088-Ex1-7B-lcwgs-1-T.clmp.fp2_r1_screen	156.0	341.0	54.0	42.0	25.0	1.0	2.0	6.0	0.0	0.0	0.0	1128.0	51748.0
Hte-CPnd_088-Ex1-7B-lcwgs-1-T.clmp.fp2_r2_screen	156.0	333.0	53.0	45.0	17.0	4.0	4.0	3.0	0.0	0.0	0.0	1167.0	51721.0
Hte-CPnd_089-Ex1-6G-lcwgs-1-T.clmp.fp2_r1_screen	2295.0	622.0	140.0	59.0	23.0	2.0	6.0	8.0	0.0	0.0	0.0	2639.0	70637.0
Hte-CPnd_089-Ex1-6G-lcwgs-1-T.clmp.fp2_r2_screen	2289.0	619.0	134.0	57.0	27.0	4.0	4.0	8.0	0.0	0.0	0.0	2576.0	70713.0
Hte-CPnd_090-Ex1-5E-lcwgs-1-T.clmp.fp2_r1_screen	152.0	178.0	35.0	27.0	13.0	4.0	2.0	3.0	0.0	0.0	0.0	653.0	26416.0
