Sample	Bacteria_24k	Protists_1k	Human	Fungi_RefSeq_release	Viruses	Bird	Plant	Coral	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
Adu-CGui_031-Ex1-6E-lcwgs-1-1.clmp.fp2_r1_screen	339.0	4207.0	982.0	473.0	450.0	300.0	72.0	70.0	1.0	0.0	11585.0	700529.0
Adu-CGui_031-Ex1-6E-lcwgs-1-1.clmp.fp2_r2_screen	336.0	4280.0	982.0	433.0	445.0	295.0	56.0	57.0	0.0	0.0	11667.0	700457.0
Adu-CGui_032-Ex1-3G-lcwgs-1-1.clmp.fp2_r1_screen	488.0	5474.0	3410.0	546.0	1487.0	724.0	71.0	79.0	1.0	0.0	21928.0	986907.0
Adu-CGui_032-Ex1-3G-lcwgs-1-1.clmp.fp2_r2_screen	511.0	5489.0	3346.0	543.0	1450.0	775.0	78.0	92.0	0.0	0.0	22128.0	986703.0
Adu-CGui_037-Ex1-4B-lcwgs-1-1.clmp.fp2_r1_screen	462.0	2811.0	627.0	285.0	260.0	182.0	37.0	41.0	0.0	0.0	8512.0	399790.0
Adu-CGui_037-Ex1-4B-lcwgs-1-1.clmp.fp2_r2_screen	453.0	2869.0	579.0	282.0	279.0	169.0	33.0	33.0	0.0	0.0	8602.0	399708.0
Adu-CGui_038-Ex1-7C-lcwgs-1-1.clmp.fp2_r1_screen	505.0	4623.0	844.0	440.0	486.0	283.0	65.0	62.0	0.0	0.0	12467.0	641585.0
Adu-CGui_038-Ex1-7C-lcwgs-1-1.clmp.fp2_r2_screen	475.0	4494.0	847.0	443.0	512.0	309.0	52.0	65.0	0.0	0.0	12644.0	641519.0
Adu-CGui_040-Ex1-1H-lcwgs-1-1.clmp.fp2_r1_screen	355.0	2979.0	690.0	271.0	444.0	217.0	34.0	35.0	0.0	0.0	7931.0	436874.0
Adu-CGui_040-Ex1-1H-lcwgs-1-1.clmp.fp2_r2_screen	370.0	2939.0	741.0	261.0	410.0	183.0	33.0	48.0	0.0	0.0	7881.0	436964.0
Adu-CGui_043-Ex1-8E-lcwgs-1-1.clmp.fp2_r1_screen	374.0	3168.0	683.0	293.0	275.0	204.0	39.0	43.0	0.0	0.0	9352.0	468187.0
Adu-CGui_043-Ex1-8E-lcwgs-1-1.clmp.fp2_r2_screen	361.0	3126.0	640.0	303.0	254.0	216.0	58.0	51.0	1.0	0.0	9469.0	468139.0
Adu-CGui_045-Ex1-5G-lcwgs-1-1.clmp.fp2_r1_screen	370.0	6580.0	1569.0	681.0	867.0	448.0	97.0	112.0	1.0	0.0	18775.0	1039315.0
Adu-CGui_045-Ex1-5G-lcwgs-1-1.clmp.fp2_r2_screen	370.0	6684.0	1542.0	619.0	838.0	471.0	86.0	113.0	0.0	0.0	18884.0	1039208.0
Adu-CGui_046-Ex1-6A-lcwgs-1-1.clmp.fp2_r1_screen	433.0	4589.0	921.0	431.0	507.0	321.0	57.0	63.0	2.0	0.0	12199.0	680204.0
Adu-CGui_046-Ex1-6A-lcwgs-1-1.clmp.fp2_r2_screen	421.0	4528.0	928.0	434.0	472.0	315.0	45.0	50.0	0.0	0.0	12330.0	680204.0
Adu-CGui_047-Ex1-3C-lcwgs-1-1.clmp.fp2_r1_screen	1253.0	13356.0	8563.0	1217.0	4437.0	1562.0	144.0	173.0	0.0	0.0	50313.0	2220617.0
Adu-CGui_047-Ex1-3C-lcwgs-1-1.clmp.fp2_r2_screen	1267.0	13183.0	8576.0	1221.0	4338.0	1621.0	148.0	187.0	1.0	0.0	50706.0	2220387.0
Adu-CGui_049-Ex1-8G-lcwgs-1-1.clmp.fp2_r1_screen	824.0	15079.0	3470.0	1519.0	1492.0	1172.0	198.0	223.0	0.0	0.0	45250.0	2368340.0
Adu-CGui_049-Ex1-8G-lcwgs-1-1.clmp.fp2_r2_screen	779.0	14862.0	3350.0	1560.0	1502.0	1181.0	187.0	205.0	2.0	0.0	45599.0	2368340.0
Adu-CGui_050-Ex1-7F-lcwgs-1-1.clmp.fp2_r1_screen	202.0	2736.0	552.0	294.0	306.0	201.0	39.0	34.0	0.0	0.0	7652.0	412565.0
Adu-CGui_050-Ex1-7F-lcwgs-1-1.clmp.fp2_r2_screen	208.0	2787.0	535.0	263.0	303.0	190.0	45.0	51.0	0.0	0.0	7719.0	412480.0
Adu-CGui_051-Ex1-1F-lcwgs-1-1.clmp.fp2_r1_screen	257.0	3376.0	1040.0	317.0	657.0	230.0	38.0	38.0	0.0	0.0	10759.0	471917.0
Adu-CGui_051-Ex1-1F-lcwgs-1-1.clmp.fp2_r2_screen	265.0	3282.0	1136.0	302.0	704.0	235.0	34.0	40.0	0.0	0.0	10714.0	471917.0
Adu-CGui_052-Ex1-2H-lcwgs-1-1.clmp.fp2_r1_screen	431.0	2189.0	560.0	217.0	314.0	146.0	36.0	32.0	0.0	0.0	7228.0	311170.0
Adu-CGui_052-Ex1-2H-lcwgs-1-1.clmp.fp2_r2_screen	420.0	2123.0	498.0	217.0	351.0	188.0	28.0	22.0	1.0	0.0	7369.0	311106.0
Adu-CGui_053-Ex1-3F-lcwgs-1-1.clmp.fp2_r1_screen	2422.0	51066.0	26330.0	5231.0	17690.0	6381.0	703.0	799.0	12.0	0.0	185318.0	9839380.0
Adu-CGui_053-Ex1-3F-lcwgs-1-1.clmp.fp2_r2_screen	2415.0	50950.0	25998.0	5096.0	17292.0	6418.0	637.0	797.0	5.0	0.0	186344.0	9839380.0
Adu-CGui_055-Ex1-1E-lcwgs-1-1.clmp.fp2_r1_screen	220.0	784.0	193.0	67.0	114.0	58.0	12.0	15.0	0.0	0.0	2775.0	136092.0
Adu-CGui_055-Ex1-1E-lcwgs-1-1.clmp.fp2_r2_screen	233.0	859.0	196.0	68.0	125.0	45.0	9.0	6.0	0.0	0.0	2782.0	136007.0
Adu-CGui_056-Ex1-5F-lcwgs-1-1.clmp.fp2_r1_screen	514.0	9701.0	1806.0	839.0	1091.0	592.0	102.0	106.0	1.0	0.0	26609.0	1208206.0
Adu-CGui_056-Ex1-5F-lcwgs-1-1.clmp.fp2_r2_screen	499.0	9762.0	1728.0	866.0	1056.0	587.0	104.0	118.0	1.0	0.0	26640.0	1208206.0
Adu-CGui_057-Ex1-2E-lcwgs-1-1.clmp.fp2_r1_screen	670.0	9916.0	1791.0	968.0	978.0	619.0	110.0	130.0	3.0	0.0	27213.0	1450458.0
Adu-CGui_057-Ex1-2E-lcwgs-1-1.clmp.fp2_r2_screen	717.0	9895.0	1796.0	912.0	952.0	644.0	112.0	126.0	1.0	0.0	27243.0	1450458.0
Adu-CGui_059-Ex1-2B-lcwgs-1-1.clmp.fp2_r1_screen	407.0	4725.0	825.0	486.0	410.0	324.0	55.0	59.0	0.0	0.0	14084.0	601801.0
Adu-CGui_059-Ex1-2B-lcwgs-1-1.clmp.fp2_r2_screen	405.0	4774.0	872.0	464.0	393.0	299.0	46.0	65.0	0.0	0.0	14120.0	601738.0
Adu-CGui_060-Ex1-3B-lcwgs-1-1.clmp.fp2_r1_screen	1723.0	23014.0	8607.0	2471.0	6387.0	2754.0	281.0	316.0	1.0	0.0	77445.0	4536047.0
Adu-CGui_060-Ex1-3B-lcwgs-1-1.clmp.fp2_r2_screen	1743.0	22975.0	8311.0	2375.0	6291.0	2760.0	268.0	327.0	4.0	0.0	78411.0	4535581.0
Adu-CGui_061-Ex1-7D-lcwgs-1-1.clmp.fp2_r1_screen	1211.0	28954.0	8009.0	2811.0	3595.0	2389.0	471.0	556.0	5.0	0.0	84811.0	5424160.0
Adu-CGui_061-Ex1-7D-lcwgs-1-1.clmp.fp2_r2_screen	1241.0	29095.0	7833.0	2730.0	3606.0	2396.0	425.0	491.0	7.0	0.0	86100.0	5423048.0
Adu-CGui_062-Ex1-2A-lcwgs-1-1.clmp.fp2_r1_screen	395.0	2656.0	645.0	277.0	363.0	199.0	44.0	25.0	0.0	0.0	8211.0	410112.0
Adu-CGui_062-Ex1-2A-lcwgs-1-1.clmp.fp2_r2_screen	383.0	2704.0	664.0	263.0	377.0	197.0	37.0	38.0	0.0	0.0	8110.0	410154.0
Adu-CGui_063-Ex1-6C-lcwgs-1-1.clmp.fp2_r1_screen	895.0	12085.0	2914.0	1203.0	1548.0	811.0	146.0	163.0	3.0	0.0	36506.0	1794823.0
Adu-CGui_063-Ex1-6C-lcwgs-1-1.clmp.fp2_r2_screen	926.0	12231.0	2898.0	1181.0	1504.0	809.0	140.0	162.0	1.0	0.0	36792.0	1794453.0
Adu-CGui_064-Ex1-5C-lcwgs-1-1.clmp.fp2_r1_screen	508.0	2941.0	527.0	267.0	265.0	171.0	32.0	39.0	1.0	0.0	8018.0	392584.0
Adu-CGui_064-Ex1-5C-lcwgs-1-1.clmp.fp2_r2_screen	462.0	2910.0	552.0	247.0	274.0	177.0	35.0	33.0	0.0	0.0	8201.0	392462.0
Adu-CGui_066-Ex1-5A-lcwgs-1-1.clmp.fp2_r1_screen	446.0	5459.0	1154.0	569.0	478.0	379.0	88.0	77.0	1.0	0.0	14880.0	822902.0
Adu-CGui_066-Ex1-5A-lcwgs-1-1.clmp.fp2_r2_screen	448.0	5513.0	1138.0	557.0	494.0	344.0	65.0	71.0	0.0	0.0	14986.0	822817.0
Adu-CGui_067-Ex1-3E-lcwgs-1-1.clmp.fp2_r1_screen	1589.0	35435.0	28825.0	3611.0	7032.0	4593.0	551.0	584.0	9.0	0.0	125594.0	7878665.0
Adu-CGui_067-Ex1-3E-lcwgs-1-1.clmp.fp2_r2_screen	1610.0	35363.0	27756.0	3564.0	6982.0	4480.0	514.0	584.0	6.0	0.0	126964.0	7878665.0
Adu-CGui_069-Ex1-4A-lcwgs-1-1.clmp.fp2_r1_screen	2392.0	45079.0	9637.0	4221.0	7302.0	3008.0	587.0	608.0	3.0	0.0	132388.0	5866510.0
Adu-CGui_069-Ex1-4A-lcwgs-1-1.clmp.fp2_r2_screen	2375.0	44873.0	9665.0	4400.0	7093.0	2926.0	569.0	587.0	2.0	0.0	133342.0	5865903.0
Adu-CGui_070-Ex1-5E-lcwgs-1-1.clmp.fp2_r1_screen	287.0	2242.0	431.0	203.0	177.0	127.0	28.0	27.0	0.0	0.0	6554.0	330297.0
Adu-CGui_070-Ex1-5E-lcwgs-1-1.clmp.fp2_r2_screen	274.0	2246.0	405.0	198.0	173.0	140.0	41.0	27.0	0.0	0.0	6503.0	330366.0
Adu-CGui_071-Ex1-6G-lcwgs-1-1.clmp.fp2_r1_screen	767.0	16522.0	4389.0	1678.0	2293.0	1195.0	230.0	275.0	2.0	0.0	47130.0	2812342.0
Adu-CGui_071-Ex1-6G-lcwgs-1-1.clmp.fp2_r2_screen	761.0	16727.0	4386.0	1576.0	2246.0	1220.0	231.0	260.0	2.0	0.0	47360.0	2812054.0
Adu-CGui_072-Ex1-8H-lcwgs-1-1.clmp.fp2_r1_screen	304.0	241.0	67.0	30.0	10.0	20.0	8.0	4.0	0.0	0.0	1207.0	40983.0
Adu-CGui_072-Ex1-8H-lcwgs-1-1.clmp.fp2_r2_screen	313.0	245.0	58.0	30.0	16.0	17.0	7.0	2.0	0.0	0.0	1220.0	40966.0
Adu-CGui_073-Ex1-3A-lcwgs-1-1.clmp.fp2_r1_screen	986.0	8244.0	3470.0	819.0	3030.0	933.0	88.0	129.0	2.0	0.0	29186.0	1373906.0
Adu-CGui_073-Ex1-3A-lcwgs-1-1.clmp.fp2_r2_screen	997.0	8326.0	3511.0	830.0	2878.0	896.0	107.0	105.0	2.0	0.0	29377.0	1373764.0
Adu-CGui_074-Ex1-7G-lcwgs-1-1.clmp.fp2_r1_screen	494.0	9442.0	2070.0	897.0	1100.0	637.0	111.0	125.0	0.0	0.0	25758.0	1370242.0
Adu-CGui_074-Ex1-7G-lcwgs-1-1.clmp.fp2_r2_screen	463.0	9493.0	1972.0	909.0	1162.0	677.0	123.0	145.0	1.0	0.0	25971.0	1369960.0
Adu-CGui_076-Ex1-8D-lcwgs-1-1.clmp.fp2_r1_screen	424.0	700.0	158.0	53.0	114.0	44.0	7.0	13.0	0.0	0.0	2424.0	106645.0
Adu-CGui_076-Ex1-8D-lcwgs-1-1.clmp.fp2_r2_screen	392.0	671.0	161.0	50.0	105.0	49.0	9.0	4.0	0.0	0.0	2463.0	106678.0
Adu-CGui_077-Ex1-6H-lcwgs-1-1.clmp.fp2_r1_screen	295.0	1857.0	423.0	191.0	275.0	125.0	29.0	18.0	0.0	0.0	5707.0	281617.0
Adu-CGui_077-Ex1-6H-lcwgs-1-1.clmp.fp2_r2_screen	287.0	1818.0	419.0	185.0	262.0	130.0	25.0	22.0	0.0	0.0	5743.0	281646.0
Adu-CGui_081-Ex1-6B-lcwgs-1-1.clmp.fp2_r1_screen	429.0	5378.0	1367.0	490.0	754.0	379.0	67.0	65.0	1.0	0.0	15840.0	759086.0
Adu-CGui_081-Ex1-6B-lcwgs-1-1.clmp.fp2_r2_screen	448.0	5200.0	1356.0	515.0	730.0	412.0	68.0	62.0	0.0	0.0	15979.0	759086.0
Adu-CGui_082-Ex1-7A-lcwgs-1-1.clmp.fp2_r1_screen	291.0	3078.0	623.0	299.0	344.0	221.0	46.0	41.0	0.0	0.0	8156.0	468454.0
Adu-CGui_082-Ex1-7A-lcwgs-1-1.clmp.fp2_r2_screen	322.0	3091.0	634.0	306.0	370.0	207.0	47.0	26.0	0.0	0.0	8288.0	468262.0
Adu-CGui_083-Ex1-3H-lcwgs-1-1.clmp.fp2_r1_screen	647.0	1759.0	527.0	181.0	316.0	179.0	22.0	23.0	0.0	0.0	6628.0	313051.0
Adu-CGui_083-Ex1-3H-lcwgs-1-1.clmp.fp2_r2_screen	645.0	1760.0	553.0	164.0	278.0	191.0	22.0	33.0	0.0	0.0	6701.0	312986.0
Adu-CGui_085-Ex1-3D-lcwgs-1-1.clmp.fp2_r1_screen	1620.0	23098.0	9223.0	2390.0	7520.0	2444.0	311.0	316.0	6.0	0.0	72225.0	4166921.0
Adu-CGui_085-Ex1-3D-lcwgs-1-1.clmp.fp2_r2_screen	1664.0	22683.0	9112.0	2366.0	7346.0	2582.0	292.0	348.0	1.0	0.0	72331.0	4167349.0
Adu-CGui_086-Ex1-5H-lcwgs-1-1.clmp.fp2_r1_screen	507.0	6015.0	1192.0	559.0	657.0	416.0	85.0	60.0	1.0	0.0	17413.0	821833.0
Adu-CGui_086-Ex1-5H-lcwgs-1-1.clmp.fp2_r2_screen	489.0	6009.0	1256.0	571.0	649.0	394.0	69.0	88.0	1.0	0.0	17464.0	821748.0
Adu-CGui_088-Ex1-7H-lcwgs-1-1.clmp.fp2_r1_screen	172.0	160.0	32.0	21.0	7.0	13.0	5.0	5.0	0.0	0.0	712.0	27096.0
Adu-CGui_088-Ex1-7H-lcwgs-1-1.clmp.fp2_r2_screen	167.0	169.0	43.0	21.0	13.0	12.0	4.0	2.0	0.0	0.0	729.0	27063.0
Adu-CGui_090-Ex1-4D-lcwgs-1-1.clmp.fp2_r1_screen	1104.0	14422.0	2697.0	1347.0	1344.0	913.0	206.0	222.0	2.0	0.0	39376.0	1926502.0
Adu-CGui_090-Ex1-4D-lcwgs-1-1.clmp.fp2_r2_screen	1105.0	14596.0	2632.0	1396.0	1318.0	868.0	178.0	206.0	0.0	0.0	39930.0	1925906.0
Adu-CGui_091-Ex1-1B-lcwgs-1-1.clmp.fp2_r1_screen	392.0	4743.0	1056.0	485.0	393.0	351.0	71.0	75.0	0.0	0.0	13298.0	800526.0
Adu-CGui_091-Ex1-1B-lcwgs-1-1.clmp.fp2_r2_screen	412.0	4750.0	1049.0	491.0	418.0	328.0	76.0	80.0	0.0	0.0	13424.0	800362.0
Adu-CGui_092-Ex1-6D-lcwgs-1-1.clmp.fp2_r1_screen	1001.0	18162.0	4008.0	1749.0	1953.0	1253.0	259.0	285.0	2.0	0.0	49351.0	2811709.0
Adu-CGui_092-Ex1-6D-lcwgs-1-1.clmp.fp2_r2_screen	948.0	18359.0	3870.0	1712.0	2003.0	1224.0	234.0	284.0	2.0	0.0	49676.0	2811420.0
Adu-CGui_096-Ex1-4G-lcwgs-1-1.clmp.fp2_r1_screen	514.0	6210.0	1179.0	594.0	606.0	434.0	91.0	109.0	0.0	0.0	17726.0	887941.0
Adu-CGui_096-Ex1-4G-lcwgs-1-1.clmp.fp2_r2_screen	485.0	6094.0	1124.0	607.0	605.0	419.0	79.0	88.0	0.0	0.0	18053.0	887850.0
Adu-CHam_008-Ex1-5B-lcwgs-1-1.clmp.fp2_r1_screen	977.0	264.0	626.0	15.0	8.0	7.0	1.0	2.0	0.0	0.0	1088.0	32496.0
Adu-CHam_008-Ex1-5B-lcwgs-1-1.clmp.fp2_r2_screen	947.0	267.0	622.0	19.0	10.0	5.0	3.0	1.0	0.0	0.0	1097.0	32513.0
Adu-CHam_009-Ex1-6A-lcwgs-1-1.clmp.fp2_r1_screen	636.0	490.0	499.0	62.0	24.0	15.0	9.0	10.0	0.0	0.0	1804.0	61675.0
Adu-CHam_009-Ex1-6A-lcwgs-1-1.clmp.fp2_r2_screen	668.0	489.0	495.0	49.0	23.0	20.0	7.0	6.0	0.0	0.0	1798.0	61669.0
Adu-CHam_010-Ex1-6H-lcwgs-1-1.clmp.fp2_r1_screen	759.0	505.0	576.0	73.0	18.0	30.0	4.0	4.0	0.0	0.0	2062.0	67187.0
Adu-CHam_010-Ex1-6H-lcwgs-1-1.clmp.fp2_r2_screen	761.0	545.0	586.0	82.0	16.0	22.0	8.0	6.0	0.0	0.0	2077.0	67115.0
Adu-CHam_014-Ex1-1E-lcwgs-1-1.clmp.fp2_r1_screen	226.0	199.0	76.0	32.0	6.0	18.0	0.0	3.0	0.0	0.0	991.0	39473.0
Adu-CHam_014-Ex1-1E-lcwgs-1-1.clmp.fp2_r2_screen	207.0	181.0	69.0	20.0	11.0	17.0	4.0	4.0	0.0	0.0	973.0	39538.0
Adu-CHam_016-Ex1-2E-lcwgs-1-1.clmp.fp2_r1_screen	191.0	214.0	99.0	15.0	6.0	12.0	2.0	2.0	0.0	0.0	870.0	39722.0
Adu-CHam_016-Ex1-2E-lcwgs-1-1.clmp.fp2_r2_screen	196.0	211.0	90.0	23.0	6.0	11.0	1.0	2.0	0.0	0.0	871.0	39722.0
Adu-CHam_018-Ex1-3F-lcwgs-1-1.clmp.fp2_r1_screen	576.0	260.0	74.0	21.0	6.0	8.0	5.0	0.0	0.0	0.0	921.0	33290.0
Adu-CHam_018-Ex1-3F-lcwgs-1-1.clmp.fp2_r2_screen	576.0	233.0	78.0	22.0	4.0	8.0	1.0	4.0	0.0	0.0	913.0	33322.0
Adu-CHam_020-Ex1-5C-lcwgs-1-1.clmp.fp2_r1_screen	784.0	192.0	544.0	21.0	6.0	10.0	4.0	1.0	0.0	0.0	951.0	29499.0
Adu-CHam_020-Ex1-5C-lcwgs-1-1.clmp.fp2_r2_screen	771.0	197.0	534.0	22.0	5.0	11.0	1.0	4.0	0.0	0.0	962.0	29505.0
Adu-CHam_021-Ex1-6B-lcwgs-1-1.clmp.fp2_r1_screen	649.0	518.0	488.0	63.0	23.0	26.0	4.0	6.0	0.0	0.0	1868.0	66036.0
Adu-CHam_021-Ex1-6B-lcwgs-1-1.clmp.fp2_r2_screen	639.0	492.0	510.0	54.0	24.0	23.0	6.0	6.0	0.0	0.0	1828.0	66099.0
Adu-CHam_022-Ex1-7A-lcwgs-1-1.clmp.fp2_r1_screen	724.0	588.0	178.0	54.0	7.0	41.0	8.0	7.0	0.0	0.0	2493.0	106114.0
Adu-CHam_022-Ex1-7A-lcwgs-1-1.clmp.fp2_r2_screen	752.0	603.0	186.0	57.0	15.0	42.0	17.0	9.0	0.0	0.0	2475.0	106058.0
Adu-CHam_024-Ex1-8C-lcwgs-1-1.clmp.fp2_r1_screen	365.0	317.0	352.0	36.0	18.0	21.0	10.0	5.0	0.0	0.0	1316.0	41586.0
Adu-CHam_024-Ex1-8C-lcwgs-1-1.clmp.fp2_r2_screen	371.0	275.0	342.0	35.0	9.0	22.0	7.0	1.0	0.0	0.0	1294.0	41670.0
Adu-CHam_030-Ex1-3G-lcwgs-1-1.clmp.fp2_r1_screen	727.0	264.0	87.0	25.0	13.0	16.0	3.0	3.0	0.0	0.0	1194.0	42508.0
Adu-CHam_030-Ex1-3G-lcwgs-1-1.clmp.fp2_r2_screen	754.0	259.0	93.0	19.0	13.0	14.0	3.0	4.0	0.0	0.0	1169.0	42512.0
Adu-CHam_035-Ex1-7F-lcwgs-1-1.clmp.fp2_r1_screen	693.0	639.0	187.0	73.0	7.0	39.0	11.0	11.0	0.0	0.0	2634.0	106946.0
Adu-CHam_035-Ex1-7F-lcwgs-1-1.clmp.fp2_r2_screen	703.0	650.0	200.0	71.0	12.0	37.0	12.0	17.0	0.0	0.0	2637.0	106901.0
Adu-CHam_036-Ex1-8D-lcwgs-1-1.clmp.fp2_r1_screen	374.0	305.0	326.0	28.0	9.0	14.0	6.0	6.0	0.0	0.0	1308.0	41778.0
Adu-CHam_036-Ex1-8D-lcwgs-1-1.clmp.fp2_r2_screen	375.0	288.0	327.0	24.0	11.0	21.0	2.0	5.0	0.0	0.0	1288.0	41813.0
Adu-CHam_037-Ex1-1A-lcwgs-1-1.clmp.fp2_r1_screen	227.0	240.0	77.0	30.0	16.0	23.0	3.0	2.0	0.0	0.0	1119.0	45315.0
Adu-CHam_037-Ex1-1A-lcwgs-1-1.clmp.fp2_r2_screen	228.0	250.0	75.0	32.0	17.0	18.0	3.0	1.0	0.0	0.0	1089.0	45339.0
Adu-CHam_043-Ex1-4F-lcwgs-1-1.clmp.fp2_r1_screen	527.0	240.0	294.0	32.0	5.0	9.0	3.0	4.0	0.0	0.0	882.0	37050.0
Adu-CHam_043-Ex1-4F-lcwgs-1-1.clmp.fp2_r2_screen	488.0	236.0	295.0	28.0	7.0	12.0	4.0	3.0	0.0	0.0	899.0	37074.0
Adu-CHam_045-Ex1-6C-lcwgs-1-1.clmp.fp2_r1_screen	563.0	444.0	402.0	55.0	10.0	20.0	7.0	3.0	0.0	0.0	1511.0	54295.0
Adu-CHam_045-Ex1-6C-lcwgs-1-1.clmp.fp2_r2_screen	572.0	382.0	397.0	57.0	15.0	20.0	8.0	4.0	0.0	0.0	1577.0	54278.0
Adu-CHam_046-Ex1-7B-lcwgs-1-1.clmp.fp2_r1_screen	710.0	723.0	206.0	73.0	27.0	50.0	19.0	5.0	0.0	0.0	2823.0	124133.0
Adu-CHam_046-Ex1-7B-lcwgs-1-1.clmp.fp2_r2_screen	687.0	774.0	218.0	79.0	35.0	54.0	14.0	12.0	1.0	0.0	2839.0	124056.0
Adu-CHam_047-Ex1-7G-lcwgs-1-1.clmp.fp2_r1_screen	807.0	683.0	217.0	77.0	15.0	42.0	11.0	12.0	1.0	0.0	2917.0	125159.0
Adu-CHam_047-Ex1-7G-lcwgs-1-1.clmp.fp2_r2_screen	808.0	686.0	227.0	81.0	12.0	26.0	16.0	5.0	0.0	0.0	2986.0	125094.0
Adu-CHam_048-Ex1-8E-lcwgs-1-1.clmp.fp2_r1_screen	542.0	323.0	477.0	52.0	8.0	18.0	11.0	3.0	0.0	0.0	1502.0	50930.0
Adu-CHam_048-Ex1-8E-lcwgs-1-1.clmp.fp2_r2_screen	556.0	343.0	478.0	47.0	10.0	15.0	7.0	4.0	0.0	0.0	1487.0	50919.0
Adu-CHam_050-Ex1-1F-lcwgs-1-1.clmp.fp2_r1_screen	202.0	177.0	62.0	22.0	6.0	18.0	0.0	4.0	0.0	0.0	819.0	34378.0
Adu-CHam_050-Ex1-1F-lcwgs-1-1.clmp.fp2_r2_screen	199.0	192.0	61.0	16.0	8.0	10.0	0.0	4.0	0.0	0.0	838.0	34360.0
Adu-CHam_057-Ex1-6D-lcwgs-1-1.clmp.fp2_r1_screen	621.0	454.0	405.0	48.0	14.0	14.0	6.0	7.0	0.0	0.0	1554.0	54280.0
Adu-CHam_057-Ex1-6D-lcwgs-1-1.clmp.fp2_r2_screen	610.0	396.0	413.0	66.0	11.0	17.0	3.0	6.0	0.0	0.0	1567.0	54314.0
Adu-CHam_058-Ex1-7C-lcwgs-1-1.clmp.fp2_r1_screen	538.0	497.0	151.0	45.0	12.0	34.0	11.0	9.0	0.0	0.0	2190.0	91510.0
Adu-CHam_058-Ex1-7C-lcwgs-1-1.clmp.fp2_r2_screen	565.0	496.0	148.0	63.0	14.0	28.0	15.0	9.0	0.0	0.0	2244.0	91415.0
Adu-CHam_060-Ex1-8F-lcwgs-1-1.clmp.fp2_r1_screen	471.0	303.0	437.0	40.0	6.0	14.0	3.0	6.0	0.0	0.0	1415.0	46477.0
Adu-CHam_060-Ex1-8F-lcwgs-1-1.clmp.fp2_r2_screen	472.0	342.0	423.0	22.0	13.0	14.0	8.0	6.0	0.0	0.0	1385.0	46487.0
Adu-CHam_061-Ex1-1C-lcwgs-1-1.clmp.fp2_r1_screen	157.0	177.0	56.0	29.0	4.0	7.0	2.0	0.0	0.0	0.0	784.0	31198.0
Adu-CHam_061-Ex1-1C-lcwgs-1-1.clmp.fp2_r2_screen	156.0	161.0	51.0	22.0	6.0	8.0	5.0	1.0	0.0	0.0	783.0	31221.0
Adu-CHam_065-Ex1-3C-lcwgs-1-1.clmp.fp2_r1_screen	481.0	202.0	73.0	6.0	5.0	10.0	1.0	6.0	0.0	0.0	696.0	26869.0
Adu-CHam_065-Ex1-3C-lcwgs-1-1.clmp.fp2_r2_screen	481.0	184.0	64.0	5.0	6.0	9.0	0.0	0.0	0.0	0.0	720.0	26880.0
Adu-CHam_066-Ex1-4A-lcwgs-1-1.clmp.fp2_r1_screen	521.0	229.0	266.0	20.0	7.0	11.0	0.0	4.0	0.0	0.0	826.0	37360.0
Adu-CHam_066-Ex1-4A-lcwgs-1-1.clmp.fp2_r2_screen	544.0	223.0	257.0	17.0	9.0	16.0	3.0	4.0	0.0	0.0	819.0	37352.0
Adu-CHam_067-Ex1-4G-lcwgs-1-1.clmp.fp2_r1_screen	614.0	308.0	329.0	26.0	8.0	14.0	3.0	5.0	0.0	0.0	1045.0	45739.0
Adu-CHam_067-Ex1-4G-lcwgs-1-1.clmp.fp2_r2_screen	614.0	323.0	316.0	26.0	11.0	9.0	3.0	4.0	0.0	0.0	1017.0	45768.0
Adu-CHam_068-Ex1-5F-lcwgs-1-1.clmp.fp2_r1_screen	920.0	290.0	713.0	26.0	8.0	14.0	4.0	3.0	0.0	0.0	1145.0	34638.0
Adu-CHam_068-Ex1-5F-lcwgs-1-1.clmp.fp2_r2_screen	923.0	266.0	701.0	21.0	6.0	8.0	1.0	1.0	0.0	0.0	1177.0	34657.0
Adu-CHam_069-Ex1-6E-lcwgs-1-1.clmp.fp2_r1_screen	770.0	619.0	613.0	69.0	17.0	20.0	9.0	10.0	0.0	0.0	2183.0	73910.0
Adu-CHam_069-Ex1-6E-lcwgs-1-1.clmp.fp2_r2_screen	766.0	595.0	630.0	67.0	20.0	17.0	9.0	6.0	0.0	0.0	2177.0	73933.0
Adu-CHam_074-Ex1-1G-lcwgs-1-1.clmp.fp2_r1_screen	262.0	214.0	84.0	20.0	6.0	14.0	2.0	1.0	0.0	0.0	945.0	40629.0
Adu-CHam_074-Ex1-1G-lcwgs-1-1.clmp.fp2_r2_screen	234.0	199.0	74.0	35.0	8.0	14.0	2.0	1.0	0.0	0.0	948.0	40662.0
Adu-CHam_075-Ex1-2C-lcwgs-1-1.clmp.fp2_r1_screen	158.0	154.0	52.0	15.0	6.0	12.0	2.0	1.0	0.0	0.0	660.0	29656.0
Adu-CHam_075-Ex1-2C-lcwgs-1-1.clmp.fp2_r2_screen	137.0	154.0	48.0	15.0	8.0	11.0	2.0	1.0	0.0	0.0	647.0	29693.0
