Sample	Bacteria_24k	Protists_1k	Human	Fungi_RefSeq_release	Coral	Bird	Plant	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
Pli-AMvi_078-Ex1-9F-lcwgs-2-1.clmp.fp2_r1_screen	30.0	4.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	200.0
Pli-AMvi_078-Ex1-9F-lcwgs-2-1.clmp.fp2_r2_screen	30.0	4.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	201.0
Pli-AMvi_079-Ex1-10F-lcwgs-1-1.clmp.fp2_r1_screen	3.0	29.0	1.0	2.0	1.0	0.0	1.0	1.0	0.0	0.0	772.0	2023.0
Pli-AMvi_079-Ex1-10F-lcwgs-1-1.clmp.fp2_r2_screen	2.0	21.0	1.0	3.0	1.0	1.0	3.0	0.0	0.0	0.0	814.0	1987.0
Pli-AMvi_079-Ex1-10F-lcwgs-2-1.clmp.fp2_r1_screen	76.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	152.0
Pli-AMvi_079-Ex1-10F-lcwgs-2-1.clmp.fp2_r2_screen	73.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	150.0
Pli-AMvi_080-Ex1-11F-lcwgs-1-1.clmp.fp2_r1_screen	37.0	62.0	10.0	4.0	2.0	3.0	2.0	1.0	0.0	0.0	991.0	4631.0
Pli-AMvi_080-Ex1-11F-lcwgs-1-1.clmp.fp2_r2_screen	39.0	49.0	8.0	1.0	7.0	1.0	0.0	1.0	0.0	0.0	1070.0	4567.0
Pli-AMvi_080-Ex1-11F-lcwgs-2-1.clmp.fp2_r1_screen	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0
Pli-AMvi_080-Ex1-11F-lcwgs-2-1.clmp.fp2_r2_screen	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0
Pli-AMvi_081-Ex1-12F-lcwgs-1-1.clmp.fp2_r1_screen	2.0	1.0	3.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	22.0	269.0
Pli-AMvi_081-Ex1-12F-lcwgs-1-1.clmp.fp2_r2_screen	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	266.0
Pli-AMvi_081-Ex1-12F-lcwgs-2-1.clmp.fp2_r1_screen	50951.0	3572.0	331.0	59.0	0.0	0.0	2.0	26.0	0.0	0.0	23916.0	144089.0
Pli-AMvi_081-Ex1-12F-lcwgs-2-1.clmp.fp2_r2_screen	50102.0	3482.0	323.0	67.0	1.0	3.0	0.0	31.0	0.0	0.0	21994.0	146943.0
Pli-AMvi_082-Ex1-1H-lcwgs-1-1.clmp.fp2_r1_screen	39515.0	16866.0	30195.0	1700.0	729.0	881.0	255.0	142.0	16.0	0.0	194931.0	1592513.0
Pli-AMvi_082-Ex1-1H-lcwgs-1-1.clmp.fp2_r2_screen	39304.0	16986.0	30337.0	1753.0	682.0	759.0	227.0	108.0	4.0	0.0	192065.0	1595518.0
Pli-AMvi_082-Ex1-1H-lcwgs-2-1.clmp.fp2_r1_screen	39134.0	3046.0	749.0	105.0	16.0	28.0	6.0	32.0	0.0	0.0	21776.0	123090.0
Pli-AMvi_082-Ex1-1H-lcwgs-2-1.clmp.fp2_r2_screen	38715.0	3055.0	749.0	113.0	16.0	28.0	5.0	23.0	0.0	0.0	20139.0	125139.0
Pli-AMvi_083-Ex1-2H-lcwgs-1-1.clmp.fp2_r1_screen	7099.0	19859.0	2381.0	1557.0	722.0	861.0	283.0	77.0	2.0	0.0	132086.0	2051821.0
Pli-AMvi_083-Ex1-2H-lcwgs-1-1.clmp.fp2_r2_screen	7120.0	20058.0	2448.0	1623.0	764.0	858.0	279.0	59.0	3.0	0.0	130385.0	2053151.0
Pli-AMvi_083-Ex1-2H-lcwgs-2-1.clmp.fp2_r1_screen	1439.0	741.0	115.0	58.0	21.0	26.0	9.0	1.0	0.0	0.0	4846.0	78813.0
Pli-AMvi_083-Ex1-2H-lcwgs-2-1.clmp.fp2_r2_screen	1429.0	720.0	112.0	56.0	16.0	21.0	7.0	3.0	0.0	0.0	4780.0	78925.0
Pli-AMvi_084-Ex1-3H-lcwgs-1-1.clmp.fp2_r1_screen	11327.0	8564.0	850.0	745.0	351.0	308.0	114.0	52.0	15.0	0.0	151814.0	793301.0
Pli-AMvi_084-Ex1-3H-lcwgs-1-1.clmp.fp2_r2_screen	11369.0	9048.0	828.0	722.0	328.0	292.0	88.0	57.0	7.0	0.0	148402.0	796300.0
Pli-AMvi_084-Ex1-3H-lcwgs-2-1.clmp.fp2_r1_screen	39480.0	4705.0	685.0	286.0	78.0	134.0	35.0	25.0	2.0	0.0	50613.0	281632.0
Pli-AMvi_084-Ex1-3H-lcwgs-2-1.clmp.fp2_r2_screen	39064.0	4633.0	676.0	263.0	88.0	119.0	40.0	22.0	3.0	0.0	49322.0	283445.0
Pli-AMvi_085-Ex1-4H-lcwgs-1-1.clmp.fp2_r1_screen	2316.0	3375.0	563.0	276.0	104.0	114.0	42.0	10.0	0.0	0.0	36635.0	340601.0
Pli-AMvi_085-Ex1-4H-lcwgs-1-1.clmp.fp2_r2_screen	2288.0	3571.0	513.0	269.0	106.0	101.0	32.0	9.0	2.0	0.0	35622.0	341523.0
Pli-AMvi_085-Ex1-4H-lcwgs-2-1.clmp.fp2_r1_screen	1282.0	449.0	98.0	40.0	23.0	11.0	4.0	2.0	0.0	0.0	3022.0	53147.0
Pli-AMvi_085-Ex1-4H-lcwgs-2-1.clmp.fp2_r2_screen	1279.0	410.0	100.0	27.0	19.0	21.0	7.0	1.0	0.0	0.0	2980.0	53234.0
Pli-AMvi_086-Ex1-5H-lcwgs-1-1.clmp.fp2_r1_screen	110.0	324.0	18.0	20.0	12.0	5.0	5.0	0.0	0.0	0.0	4361.0	32687.0
Pli-AMvi_086-Ex1-5H-lcwgs-1-1.clmp.fp2_r2_screen	111.0	324.0	24.0	10.0	10.0	5.0	3.0	2.0	1.0	0.0	4361.0	32691.0
Pli-AMvi_086-Ex1-5H-lcwgs-2-1.clmp.fp2_r1_screen	25782.0	8960.0	1191.0	702.0	356.0	433.0	107.0	82.0	15.0	0.0	60359.0	871218.0
Pli-AMvi_086-Ex1-5H-lcwgs-2-1.clmp.fp2_r2_screen	25532.0	8921.0	1176.0	671.0	338.0	454.0	119.0	87.0	0.0	0.0	59817.0	872090.0
Pli-AMvi_087-Ex1-6H-lcwgs-1-1.clmp.fp2_r1_screen	1146.0	1216.0	96.0	120.0	70.0	26.0	9.0	8.0	4.0	0.0	23095.0	145004.0
Pli-AMvi_087-Ex1-6H-lcwgs-1-1.clmp.fp2_r2_screen	1125.0	1264.0	106.0	136.0	70.0	33.0	13.0	2.0	0.0	0.0	22905.0	145140.0
Pli-AMvi_087-Ex1-6H-lcwgs-2-1.clmp.fp2_r1_screen	66466.0	8035.0	886.0	501.0	200.0	215.0	77.0	62.0	1.0	0.0	75439.0	498017.0
Pli-AMvi_087-Ex1-6H-lcwgs-2-1.clmp.fp2_r2_screen	66100.0	7935.0	827.0	469.0	204.0	174.0	63.0	41.0	1.0	0.0	73403.0	500682.0
Pli-AMvi_088-Ex1-7G-lcwgs-1-1.clmp.fp2_r1_screen	3.0	26.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	586.0	1587.0
Pli-AMvi_088-Ex1-7G-lcwgs-1-1.clmp.fp2_r2_screen	4.0	21.0	2.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	653.0	1523.0
Pli-AMvi_088-Ex1-7G-lcwgs-2-1.clmp.fp2_r1_screen	48934.0	8317.0	18469.0	582.0	191.0	279.0	84.0	110.0	0.0	0.0	81434.0	519682.0
Pli-AMvi_088-Ex1-7G-lcwgs-2-1.clmp.fp2_r2_screen	48340.0	8491.0	18480.0	600.0	186.0	292.0	100.0	104.0	2.0	1.0	80041.0	521445.0
Pli-AMvi_089-Ex1-8G-lcwgs-1-1.clmp.fp2_r1_screen	8.0	37.0	2.0	5.0	1.0	1.0	0.0	0.0	0.0	0.0	516.0	1988.0
Pli-AMvi_089-Ex1-8G-lcwgs-1-1.clmp.fp2_r2_screen	9.0	21.0	1.0	1.0	1.0	2.0	0.0	2.0	0.0	0.0	575.0	1946.0
Pli-AMvi_089-Ex1-8G-lcwgs-2-1.clmp.fp2_r1_screen	43.0	10.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	537.0
Pli-AMvi_089-Ex1-8G-lcwgs-2-1.clmp.fp2_r2_screen	45.0	16.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	532.0
Pli-AMvi_090-Ex1-9G-lcwgs-1-1.clmp.fp2_r1_screen	14.0	23.0	52.0	2.0	1.0	0.0	3.0	1.0	0.0	0.0	705.0	2383.0
Pli-AMvi_090-Ex1-9G-lcwgs-1-1.clmp.fp2_r2_screen	12.0	29.0	46.0	2.0	0.0	0.0	2.0	0.0	1.0	0.0	747.0	2345.0
Pli-AMvi_090-Ex1-9G-lcwgs-2-1.clmp.fp2_r1_screen	117.0	14.0	76.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	130.0	647.0
Pli-AMvi_090-Ex1-9G-lcwgs-2-1.clmp.fp2_r2_screen	116.0	13.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	123.0	657.0
Pli-AMvi_091-Ex1-10G-lcwgs-1-1.clmp.fp2_r1_screen	4.0	43.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	795.0	2470.0
Pli-AMvi_091-Ex1-10G-lcwgs-1-1.clmp.fp2_r2_screen	5.0	36.0	8.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	851.0	2415.0
Pli-AMvi_091-Ex1-10G-lcwgs-2-1.clmp.fp2_r1_screen	107.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	260.0
Pli-AMvi_091-Ex1-10G-lcwgs-2-1.clmp.fp2_r2_screen	112.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	263.0
Pli-AMvi_092-Ex1-11G-lcwgs-1-1.clmp.fp2_r1_screen	30.0	54.0	6.0	4.0	2.0	2.0	0.0	0.0	0.0	0.0	962.0	4097.0
Pli-AMvi_092-Ex1-11G-lcwgs-1-1.clmp.fp2_r2_screen	30.0	55.0	5.0	3.0	2.0	2.0	0.0	1.0	0.0	0.0	1010.0	4049.0
Pli-AMvi_092-Ex1-11G-lcwgs-2-1.clmp.fp2_r1_screen	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	22.0
Pli-AMvi_092-Ex1-11G-lcwgs-2-1.clmp.fp2_r2_screen	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	23.0
Pli-AMvi_093-Ex1-12G-lcwgs-1-1.clmp.fp2_r1_screen	1.0	3.0	2.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	24.0	227.0
Pli-AMvi_093-Ex1-12G-lcwgs-1-1.clmp.fp2_r2_screen	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	231.0
Pli-AMvi_093-Ex1-12G-lcwgs-2-1.clmp.fp2_r1_screen	112391.0	7893.0	810.0	100.0	0.0	0.0	6.0	54.0	0.0	0.0	52104.0	271149.0
Pli-AMvi_093-Ex1-12G-lcwgs-2-1.clmp.fp2_r2_screen	110307.0	7570.0	781.0	107.0	0.0	2.0	7.0	48.0	1.0	0.0	47912.0	277772.0
Pli-AMvi_094-Ex1-7H-lcwgs-1-1.clmp.fp2_r1_screen	1098.0	2382.0	295.0	191.0	82.0	103.0	28.0	5.0	0.0	0.0	24157.0	248688.0
Pli-AMvi_094-Ex1-7H-lcwgs-1-1.clmp.fp2_r2_screen	1156.0	2326.0	302.0	206.0	95.0	104.0	29.0	5.0	2.0	0.0	23700.0	249104.0
Pli-AMvi_094-Ex1-7H-lcwgs-2-1.clmp.fp2_r1_screen	3644.0	1832.0	231.0	141.0	93.0	89.0	19.0	3.0	0.0	0.0	11092.0	219314.0
Pli-AMvi_094-Ex1-7H-lcwgs-2-1.clmp.fp2_r2_screen	3597.0	1819.0	240.0	130.0	76.0	70.0	22.0	8.0	0.0	0.0	10969.0	219527.0
Pli-AMvi_095-Ex1-8H-lcwgs-1-1.clmp.fp2_r1_screen	552.0	1644.0	244.0	118.0	99.0	24.0	13.0	7.0	21.0	0.0	30998.0	186379.0
Pli-AMvi_095-Ex1-8H-lcwgs-1-1.clmp.fp2_r2_screen	557.0	1678.0	240.0	123.0	100.0	31.0	20.0	8.0	2.0	0.0	30631.0	186709.0
Pli-AMvi_095-Ex1-8H-lcwgs-2-1.clmp.fp2_r1_screen	440.0	199.0	85.0	10.0	11.0	7.0	4.0	3.0	0.0	0.0	2230.0	23436.0
Pli-AMvi_095-Ex1-8H-lcwgs-2-1.clmp.fp2_r2_screen	432.0	177.0	86.0	15.0	12.0	9.0	1.0	2.0	0.0	0.0	2239.0	23452.0
Pli-AMvi_096-Ex1-9H-lcwgs-1-1.clmp.fp2_r1_screen	13.0	65.0	9.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0	1579.0	4133.0
Pli-AMvi_096-Ex1-9H-lcwgs-1-1.clmp.fp2_r2_screen	9.0	53.0	6.0	4.0	1.0	1.0	0.0	0.0	0.0	0.0	1634.0	4097.0
Pli-AMvi_096-Ex1-9H-lcwgs-2-1.clmp.fp2_r1_screen	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	36.0
Pli-AMvi_096-Ex1-9H-lcwgs-2-1.clmp.fp2_r2_screen	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	37.0
Pli-AMvi_097-Ex1-10H-lcwgs-1-1.clmp.fp2_r1_screen	49.0	74.0	13.0	9.0	1.0	3.0	1.0	0.0	0.0	0.0	1520.0	5979.0
Pli-AMvi_097-Ex1-10H-lcwgs-1-1.clmp.fp2_r2_screen	53.0	46.0	10.0	10.0	2.0	4.0	2.0	1.0	0.0	0.0	1577.0	5944.0
Pli-AMvi_097-Ex1-10H-lcwgs-2-1.clmp.fp2_r1_screen	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	35.0
Pli-AMvi_097-Ex1-10H-lcwgs-2-1.clmp.fp2_r2_screen	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	35.0
Pli-AMvi_098-Ex1-11H-lcwgs-1-1.clmp.fp2_r1_screen	49.0	72.0	13.0	3.0	4.0	3.0	1.0	0.0	1.0	0.0	1063.0	5633.0
Pli-AMvi_098-Ex1-11H-lcwgs-1-1.clmp.fp2_r2_screen	57.0	67.0	5.0	7.0	0.0	5.0	1.0	1.0	1.0	0.0	1109.0	5589.0
Pli-AMvi_098-Ex1-11H-lcwgs-2-1.clmp.fp2_r1_screen	9.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	53.0
Pli-AMvi_098-Ex1-11H-lcwgs-2-1.clmp.fp2_r2_screen	11.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	52.0
Pli-AMvi_099-Ex1-12H-lcwgs-1-1.clmp.fp2_r1_screen	1.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	292.0
Pli-AMvi_099-Ex1-12H-lcwgs-1-1.clmp.fp2_r2_screen	1.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	296.0
Pli-AMvi_099-Ex1-12H-lcwgs-2-1.clmp.fp2_r1_screen	211339.0	15950.0	1762.0	223.0	0.0	3.0	4.0	117.0	2.0	0.0	98724.0	574802.0
Pli-AMvi_099-Ex1-12H-lcwgs-2-1.clmp.fp2_r2_screen	207798.0	15367.0	1773.0	220.0	0.0	7.0	2.0	104.0	0.0	0.0	90483.0	587172.0
Pli-CMvi_001-Ex1-1B-lcwgs-1-1.clmp.fp2_r1_screen	2459.0	36924.0	5332.0	3231.0	2606.0	2172.0	861.0	223.0	18.0	0.0	266267.0	3617082.0
Pli-CMvi_001-Ex1-1B-lcwgs-1-1.clmp.fp2_r2_screen	2454.0	36851.0	4855.0	3134.0	2273.0	1960.0	726.0	219.0	8.0	0.0	251864.0	3632831.0
Pli-CMvi_002-Ex1-2A-lcwgs-1-1.clmp.fp2_r1_screen	987.0	10273.0	1409.0	892.0	687.0	614.0	234.0	42.0	5.0	0.0	70185.0	973322.0
Pli-CMvi_002-Ex1-2A-lcwgs-1-1.clmp.fp2_r2_screen	965.0	10224.0	1325.0	867.0	611.0	538.0	215.0	51.0	4.0	0.0	66822.0	977028.0
Pli-CMvi_003-Ex1-2G-lcwgs-1-1.clmp.fp2_r1_screen	696.0	5453.0	734.0	467.0	321.0	283.0	122.0	24.0	4.0	0.0	37963.0	504963.0
Pli-CMvi_003-Ex1-2G-lcwgs-1-1.clmp.fp2_r2_screen	718.0	5638.0	683.0	445.0	316.0	308.0	108.0	22.0	2.0	0.0	36449.0	506341.0
Pli-CMvi_004-Ex1-3F-lcwgs-1-1.clmp.fp2_r1_screen	764.0	9327.0	1302.0	851.0	603.0	546.0	211.0	45.0	4.0	0.0	67531.0	873916.0
Pli-CMvi_004-Ex1-3F-lcwgs-1-1.clmp.fp2_r2_screen	813.0	9558.0	1223.0	794.0	541.0	476.0	188.0	33.0	5.0	0.0	64210.0	877259.0
Pli-CMvi_005-Ex1-4C-lcwgs-1-1.clmp.fp2_r1_screen	39.0	209.0	37.0	18.0	11.0	13.0	4.0	3.0	0.0	0.0	1855.0	24666.0
Pli-CMvi_005-Ex1-4C-lcwgs-1-1.clmp.fp2_r2_screen	37.0	258.0	31.0	19.0	9.0	13.0	5.0	1.0	0.0	0.0	1787.0	24695.0
Pli-CMvi_006-Ex1-5A-lcwgs-1-1.clmp.fp2_r1_screen	103.0	489.0	104.0	40.0	36.0	31.0	16.0	2.0	1.0	0.0	4694.0	54831.0
Pli-CMvi_006-Ex1-5A-lcwgs-1-1.clmp.fp2_r2_screen	112.0	515.0	87.0	32.0	41.0	33.0	13.0	2.0	0.0	0.0	4518.0	54994.0
Pli-CMvi_007-Ex1-5G-lcwgs-1-1.clmp.fp2_r1_screen	579.0	8534.0	1291.0	741.0	511.0	506.0	197.0	64.0	1.0	0.0	59560.0	828938.0
Pli-CMvi_007-Ex1-5G-lcwgs-1-1.clmp.fp2_r2_screen	527.0	8680.0	1246.0	689.0	505.0	399.0	166.0	46.0	2.0	0.0	56481.0	832181.0
Pli-CMvi_013-Ex1-1C-lcwgs-1-1.clmp.fp2_r1_screen	2632.0	21815.0	3089.0	1897.0	1583.0	1159.0	477.0	122.0	14.0	0.0	168517.0	2215321.0
Pli-CMvi_013-Ex1-1C-lcwgs-1-1.clmp.fp2_r2_screen	2632.0	22023.0	2858.0	1826.0	1437.0	1001.0	467.0	110.0	7.0	0.0	158553.0	2225712.0
Pli-CMvi_014-Ex1-2B-lcwgs-1-1.clmp.fp2_r1_screen	43.0	338.0	49.0	27.0	16.0	15.0	6.0	1.0	0.0	0.0	2157.0	33223.0
Pli-CMvi_014-Ex1-2B-lcwgs-1-1.clmp.fp2_r2_screen	46.0	317.0	54.0	27.0	12.0	13.0	7.0	1.0	1.0	0.0	2299.0	33098.0
Pli-CMvi_015-Ex1-2H-lcwgs-1-1.clmp.fp2_r1_screen	2440.0	19077.0	2510.0	1702.0	1211.0	1029.0	386.0	118.0	13.0	0.0	136328.0	1781040.0
Pli-CMvi_015-Ex1-2H-lcwgs-1-1.clmp.fp2_r2_screen	2498.0	18829.0	2373.0	1544.0	1143.0	870.0	400.0	95.0	21.0	0.0	130815.0	1787266.0
Pli-CMvi_020-Ex1-6D-lcwgs-1-1.clmp.fp2_r1_screen	4693.0	38819.0	5472.0	3390.0	2513.0	2126.0	875.0	262.0	14.0	0.0	273212.0	3699958.0
Pli-CMvi_020-Ex1-6D-lcwgs-1-1.clmp.fp2_r2_screen	4646.0	38335.0	4986.0	3137.0	2348.0	1883.0	746.0	196.0	16.0	0.0	260570.0	3714471.0
Pli-CMvi_021-Ex1-6G-lcwgs-1-1.clmp.fp2_r1_screen	894.0	7493.0	970.0	681.0	463.0	384.0	151.0	41.0	6.0	0.0	54306.0	727196.0
Pli-CMvi_021-Ex1-6G-lcwgs-1-1.clmp.fp2_r2_screen	897.0	7584.0	997.0	667.0	449.0	413.0	165.0	41.0	4.0	0.0	51953.0	729415.0
Pli-CMvi_022-Ex1-7B-lcwgs-1-1.clmp.fp2_r1_screen	65.0	508.0	74.0	55.0	33.0	31.0	9.0	0.0	0.0	0.0	3638.0	56528.0
Pli-CMvi_022-Ex1-7B-lcwgs-1-1.clmp.fp2_r2_screen	60.0	503.0	91.0	45.0	33.0	30.0	8.0	0.0	0.0	0.0	3515.0	56656.0
Pli-CMvi_023-Ex1-7F-lcwgs-1-1.clmp.fp2_r1_screen	1445.0	11015.0	1510.0	943.0	674.0	602.0	240.0	53.0	2.0	0.0	70549.0	1053631.0
Pli-CMvi_023-Ex1-7F-lcwgs-1-1.clmp.fp2_r2_screen	1464.0	11149.0	1466.0	900.0	650.0	636.0	197.0	48.0	7.0	0.0	68007.0	1056140.0
Pli-CMvi_025-Ex1-1D-lcwgs-1-1.clmp.fp2_r1_screen	574.0	1099.0	198.0	102.0	48.0	42.0	23.0	6.0	1.0	0.0	9526.0	95365.0
Pli-CMvi_025-Ex1-1D-lcwgs-1-1.clmp.fp2_r2_screen	543.0	1127.0	222.0	94.0	45.0	57.0	29.0	5.0	0.0	0.0	9165.0	95697.0
Pli-CMvi_028-Ex1-3G-lcwgs-1-1.clmp.fp2_r1_screen	2880.0	27773.0	3829.0	2339.0	1774.0	1461.0	623.0	152.0	19.0	0.0	201998.0	2594151.0
Pli-CMvi_028-Ex1-3G-lcwgs-1-1.clmp.fp2_r2_screen	2838.0	27976.0	3520.0	2194.0	1620.0	1267.0	532.0	133.0	4.0	0.0	192267.0	2604648.0
Pli-CMvi_030-Ex1-5B-lcwgs-1-1.clmp.fp2_r1_screen	36.0	248.0	37.0	25.0	17.0	9.0	3.0	3.0	0.0	0.0	2492.0	27337.0
Pli-CMvi_030-Ex1-5B-lcwgs-1-1.clmp.fp2_r2_screen	39.0	286.0	31.0	18.0	15.0	16.0	2.0	1.0	1.0	0.0	2392.0	27406.0
Pli-CMvi_031-Ex1-5H-lcwgs-1-1.clmp.fp2_r1_screen	4077.0	23863.0	3424.0	2125.0	1489.0	1342.0	512.0	151.0	15.0	0.0	169101.0	2313442.0
Pli-CMvi_031-Ex1-5H-lcwgs-1-1.clmp.fp2_r2_screen	4026.0	24223.0	3172.0	1968.0	1520.0	1178.0	482.0	139.0	16.0	0.0	161312.0	2321505.0
Pli-CMvi_034-Ex1-7C-lcwgs-1-1.clmp.fp2_r1_screen	214.0	2201.0	288.0	187.0	114.0	119.0	40.0	14.0	0.0	0.0	13503.0	224355.0
Pli-CMvi_034-Ex1-7C-lcwgs-1-1.clmp.fp2_r2_screen	215.0	2151.0	271.0	168.0	113.0	116.0	48.0	11.0	0.0	0.0	13226.0	224716.0
Pli-CMvi_037-Ex1-1E-lcwgs-1-1.clmp.fp2_r1_screen	2921.0	24486.0	3517.0	2140.0	1705.0	1269.0	553.0	148.0	7.0	0.0	184945.0	2300381.0
Pli-CMvi_037-Ex1-1E-lcwgs-1-1.clmp.fp2_r2_screen	2904.0	24732.0	3159.0	2018.0	1430.0	1236.0	482.0	147.0	9.0	0.0	172711.0	2313244.0
Pli-CMvi_038-Ex1-2C-lcwgs-1-1.clmp.fp2_r1_screen	115.0	1037.0	164.0	89.0	57.0	63.0	24.0	9.0	0.0	0.0	7755.0	100121.0
Pli-CMvi_038-Ex1-2C-lcwgs-1-1.clmp.fp2_r2_screen	108.0	1047.0	130.0	70.0	46.0	53.0	22.0	6.0	1.0	0.0	7294.0	100657.0
Pli-CMvi_039-Ex1-3A-lcwgs-1-1.clmp.fp2_r1_screen	3351.0	29278.0	4320.0	2518.0	2121.0	1645.0	692.0	189.0	12.0	0.0	216517.0	3047002.0
Pli-CMvi_039-Ex1-3A-lcwgs-1-1.clmp.fp2_r2_screen	3345.0	29561.0	4090.0	2442.0	2070.0	1548.0	598.0	151.0	8.0	0.0	206245.0	3057587.0
Pli-CMvi_040-Ex1-3H-lcwgs-1-1.clmp.fp2_r1_screen	1175.0	17197.0	2452.0	1567.0	1145.0	977.0	378.0	110.0	8.0	0.0	119547.0	1692233.0
Pli-CMvi_040-Ex1-3H-lcwgs-1-1.clmp.fp2_r2_screen	1194.0	17600.0	2304.0	1369.0	1011.0	930.0	372.0	85.0	5.0	0.0	113808.0	1698111.0
Pli-CMvi_041-Ex1-4E-lcwgs-1-1.clmp.fp2_r1_screen	1340.0	17232.0	2338.0	1543.0	1060.0	949.0	380.0	110.0	13.0	0.0	121019.0	1674264.0
Pli-CMvi_041-Ex1-4E-lcwgs-1-1.clmp.fp2_r2_screen	1348.0	17552.0	2197.0	1432.0	973.0	891.0	403.0	79.0	6.0	0.0	115825.0	1679542.0
Pli-CMvi_042-Ex1-5C-lcwgs-1-1.clmp.fp2_r1_screen	3109.0	42611.0	6087.0	3897.0	2842.0	2538.0	964.0	281.0	19.0	0.0	308411.0	4189613.0
Pli-CMvi_042-Ex1-5C-lcwgs-1-1.clmp.fp2_r2_screen	3069.0	43939.0	5599.0	3653.0	2651.0	2255.0	869.0	202.0	19.0	0.0	292085.0	4206031.0
Pli-CMvi_047-Ex1-7G-lcwgs-1-1.clmp.fp2_r1_screen	856.0	8687.0	1197.0	781.0	595.0	499.0	182.0	37.0	3.0	0.0	56369.0	837808.0
Pli-CMvi_047-Ex1-7G-lcwgs-1-1.clmp.fp2_r2_screen	874.0	8892.0	1132.0	727.0	532.0	449.0	172.0	43.0	4.0	0.0	54113.0	840076.0
Pli-CMvi_049-Ex1-1F-lcwgs-1-1.clmp.fp2_r1_screen	7289.0	48939.0	7216.0	4542.0	3516.0	3136.0	1125.0	265.0	19.0	0.0	346838.0	5156065.0
Pli-CMvi_049-Ex1-1F-lcwgs-1-1.clmp.fp2_r2_screen	7267.0	49652.0	7020.0	4245.0	3325.0	2829.0	1024.0	241.0	20.0	0.0	329967.0	5173360.0
Pli-CMvi_051-Ex1-3B-lcwgs-1-1.clmp.fp2_r1_screen	5736.0	63734.0	9176.0	5845.0	4257.0	3664.0	1442.0	391.0	18.0	0.0	459445.0	6324652.0
Pli-CMvi_051-Ex1-3B-lcwgs-1-1.clmp.fp2_r2_screen	5856.0	64553.0	8668.0	5510.0	3922.0	3483.0	1320.0	319.0	17.0	0.0	436674.0	6348038.0
Pli-CMvi_053-Ex1-4F-lcwgs-1-1.clmp.fp2_r1_screen	236.0	2415.0	369.0	218.0	153.0	140.0	45.0	15.0	3.0	0.0	17153.0	244557.0
Pli-CMvi_053-Ex1-4F-lcwgs-1-1.clmp.fp2_r2_screen	232.0	2401.0	357.0	191.0	135.0	126.0	41.0	18.0	1.0	0.0	16396.0	245406.0
Pli-CMvi_054-Ex1-5D-lcwgs-1-1.clmp.fp2_r1_screen	1630.0	26275.0	3702.0	2227.0	1563.0	1430.0	542.0	149.0	13.0	0.0	178893.0	2458773.0
Pli-CMvi_054-Ex1-5D-lcwgs-1-1.clmp.fp2_r2_screen	1566.0	26204.0	3487.0	2222.0	1524.0	1328.0	539.0	108.0	5.0	0.0	171415.0	2466799.0
